"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
20824,9/30/2021 0:00:00,11175,"HOPESOUTH",3621,10/1/2013 0:00:00,99995,"Community Development Financial Institution (CDFI)","","Program Grant"
20824,9/30/2021 0:00:00,11175,"HOPESOUTH",6713,9/19/2018 0:00:00,500000,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
20824,9/30/2021 0:00:00,11175,"HOPESOUTH",9362,9/16/2021 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
20824,9/30/2021 0:00:00,11175,"HOPESOUTH",9363,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
20842,9/30/2021 0:00:00,11185,"UNO",875,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20842,9/30/2021 0:00:00,11185,"UNO",876,10/16/2009 0:00:00,2735,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20842,9/30/2021 0:00:00,11185,"UNO",877,4/1/2010 0:00:00,2500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20842,9/30/2021 0:00:00,11185,"UNO",878,8/12/2011 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20842,9/30/2021 0:00:00,11185,"UNO",3409,8/27/2013 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",3693,3/10/2014 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",3999,8/1/2014 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",4589,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",5950,8/30/2017 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",6222,11/27/2017 0:00:00,20000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",6833,10/29/2018 0:00:00,20000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",7981,5/12/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20842,9/30/2021 0:00:00,11185,"UNO",9170,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
20857,9/30/2021 0:00:00,11195,"METRO REALTORS",7201,3/5/2019 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
20857,9/30/2021 0:00:00,11195,"METRO REALTORS",7717,1/31/2020 0:00:00,3000,"National Credit Union Foundation","","Program Grant"
20921,9/30/2021 0:00:00,11244,"MERHO",7872,6/25/2020 0:00:00,431,"Other","PA Credit Union Foundation","Pass Through"
20943,9/30/2021 0:00:00,11261,"JOURNEY",7267,8/22/2019 0:00:00,1105,"Other","MICHIGAN CREDIT UNION FOUNDATION","Program Grant"
20957,9/30/2021 0:00:00,11273,"TEAMSTERS LOCAL 697",3239,6/3/2013 0:00:00,167980,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20972,9/30/2021 0:00:00,11283,"ESSENTIAL",9329,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",4321,3/25/2015 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",4322,2/12/2015 0:00:00,1200,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",5152,4/27/2016 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",5564,11/22/2016 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",5706,3/23/2017 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",5878,4/25/2017 0:00:00,1000,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",6720,10/17/2018 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",7161,7/10/2019 0:00:00,1100,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",7162,6/13/2019 0:00:00,1241,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",7163,5/28/2019 0:00:00,1000,"Other","FORT WORTH CHAPTER OF CU","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",7666,3/18/2020 0:00:00,935,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",8876,3/24/2021 0:00:00,2750,"Other","Association of Credit Union Leagues","Program Grant"
20990,9/30/2021 0:00:00,11295,"ALCON EMPLOYEES",9024,7/20/2021 5:00:00 AM,1448,"Other","Cornerstone Foundation","Program Grant"
21029,9/30/2021 0:00:00,11324,"PORT OF HOUSTON WAREHOUSE",6544,5/22/2018 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
21073,9/30/2021 0:00:00,11358,"1ST MISSISSIPPI",8872,2/12/2021 0:00:00,10000,"Other","NCUA Covid Relief","Program Grant"
21083,9/30/2021 0:00:00,11364,"OLEAN AREA",4652,7/31/2015 0:00:00,7500,"Other","NCUA Ofc of Small CU Initiatives","Program Grant"
21083,9/30/2021 0:00:00,11364,"OLEAN AREA",5404,7/25/2016 0:00:00,5000,"Other","NCUA Ofc of Small CU Initiatives","Program Grant"
21083,9/30/2021 0:00:00,11364,"OLEAN AREA",6681,7/18/2018 0:00:00,1000,"National Credit Union Foundation","","Program Grant"
21083,9/30/2021 0:00:00,11364,"OLEAN AREA",7531,11/12/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21100,9/30/2021 0:00:00,11376,"UNION TRADES",6206,8/30/2017 0:00:00,6500,"Other","Cuna","Program Grant"
21161,9/30/2021 0:00:00,11425,"ALLEGHENY HEALTH SERVICES EMPLOYEES",7459,8/29/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21190,9/30/2021 0:00:00,11447,"ASA",8147,4/8/2020 0:00:00,5000,"Other","Alloya Corporate Credit Union","Program Grant"
21204,9/30/2021 0:00:00,11460,"LEGACY FINANCIAL",6066,8/30/2017 0:00:00,7500,"Other","CDRLF","Program Grant"
21226,9/30/2021 0:00:00,11478,"PROMEDICA",8248,4/3/2020 0:00:00,7500,"Other","NCUA","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",3657,10/8/2013 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",3823,6/30/2014 0:00:00,1300,"Other","Association of Credit Union Leagues","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",4647,9/4/2015 0:00:00,3500,"Other","Association of Credit Union Leagues","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",4648,6/15/2015 0:00:00,1735,"Other","Association of Credit Union Leagues","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",5288,6/13/2016 0:00:00,1549,"Other","Association of Credit Union Leagues","Program Grant"
21279,9/30/2021 0:00:00,11519,"LIVING IN FULFILLMENT EVERYDAY",5875,6/29/2017 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
21294,9/30/2021 0:00:00,11530,"FINGER LAKES HEALTH CARE",7950,4/6/2020 0:00:00,5000,"Other","Alloya Crporate","Program Grant"
21305,9/30/2021 0:00:00,11538,"THE UNITED",3729,3/10/2014 0:00:00,6000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21305,9/30/2021 0:00:00,11538,"THE UNITED",4902,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21354,9/30/2021 0:00:00,11582,"VERITAS",5315,7/26/2016 0:00:00,15000,"National Credit Union Foundation","","Program Grant"
21354,9/30/2021 0:00:00,11582,"VERITAS",6346,8/30/2017 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
21354,9/30/2021 0:00:00,11582,"VERITAS",6799,10/31/2018 0:00:00,10000,"Other","NCUA-low income-Leadership Development","Program Grant"
21354,9/30/2021 0:00:00,11582,"VERITAS",9364,8/30/2021 5:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21355,9/30/2021 0:00:00,11583,"ST. JOHN UNITED",4833,6/30/2015 0:00:00,2400,"National Credit Union Foundation","","Program Grant"
21355,9/30/2021 0:00:00,11583,"ST. JOHN UNITED",6523,5/31/2018 0:00:00,500,"Other","BNMC Buffalo Niagara Medical Corp","Program Grant"
21355,9/30/2021 0:00:00,11583,"ST. JOHN UNITED",7146,4/15/2019 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
21355,9/30/2021 0:00:00,11583,"ST. JOHN UNITED",7341,8/19/2019 0:00:00,2500,"Other","M&T Bank","Program Grant"
21367,9/30/2021 0:00:00,11593,"PLANTERS",3733,2/3/2014 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21367,9/30/2021 0:00:00,11593,"PLANTERS",8552,12/15/2020 0:00:00,2931,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",6084,8/29/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",7164,7/3/2019 0:00:00,800,"Other","Cornerstone Foundation","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",7165,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",7166,5/30/2018 0:00:00,2000,"Other","Cornerstone Foundation Grant","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",7781,8/29/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",7809,3/18/2020 0:00:00,518,"Other","Cornerstone Foundation","Program Grant"
21383,9/30/2021 0:00:00,11606,"DOMINO",8823,3/26/2021 0:00:00,2000,"Other","Cornerstone Foundation","Program Grant"
21413,9/30/2021 0:00:00,11633,"TIMBERLAND",4655,7/31/2015 0:00:00,5974,"Other","OSCUI","Program Grant"
21507,9/30/2021 0:00:00,11715,"NEW ENGLAND TEAMSTERS",8296,7/8/2020 0:00:00,500,"Other","Cooperative Credit Union Association","Program Grant"
21507,9/30/2021 0:00:00,11715,"NEW ENGLAND TEAMSTERS",8297,4/6/2020 0:00:00,5000,"Other","Alloya Corporate FCU","Program Grant"
21532,9/30/2021 0:00:00,11738,"U.P.S. EMPLOYEES",393,12/13/2013 0:00:00,5000,"Other","CALIFORNIA CREDIT UNION LEAGUE","Program Grant"
21568,9/30/2021 0:00:00,11771,"MY HEALTHCARE",7272,8/29/2019 0:00:00,5000,"Other","CDRLF","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",218,7/22/2009 0:00:00,750,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",219,9/24/2009 0:00:00,1750,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",220,10/9/2009 0:00:00,175,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",221,8/19/2010 0:00:00,1500,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",222,10/25/2011 0:00:00,278,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",223,3/8/2012 0:00:00,229,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",1590,6/30/2012 0:00:00,1271,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",2856,10/5/2012 0:00:00,1200,"Other","New York State Credit Union Foundation","Not Collected"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3553,10/15/2013 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3554,9/7/2013 0:00:00,750,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3555,6/11/2013 0:00:00,139,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3664,10/18/2013 0:00:00,284,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3925,5/22/2014 0:00:00,169,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",3926,3/11/2014 0:00:00,229,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4107,10/8/2014 0:00:00,475,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4108,10/2/2014 0:00:00,99,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4109,9/29/2014 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4228,10/21/2014 0:00:00,169,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4385,3/5/2015 0:00:00,299,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4386,11/5/2014 0:00:00,322,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4481,6/16/2015 0:00:00,199,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4482,6/16/2015 0:00:00,375,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4483,9/24/2015 0:00:00,249,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",4484,5/20/2015 0:00:00,391,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",5074,3/21/2016 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",5084,11/2/2015 0:00:00,2000,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",5319,7/25/2016 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",5779,3/30/2017 0:00:00,1601,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",5780,1/31/2017 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",6247,1/22/2018 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",6691,8/14/2018 0:00:00,983,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",6692,4/10/2018 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",6693,4/10/2018 0:00:00,469,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",6968,2/22/2019 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",7225,9/4/2019 0:00:00,399,"Other","New York State Credit Union Foundation","Program Grant"
21586,9/30/2021 0:00:00,11786,"U. H. S. EMPLOYEES",8242,7/29/2020 0:00:00,399,"National Credit Union Foundation","","Program Grant"
21593,9/30/2021 0:00:00,11792,"FIRE POLICE CITY COUNTY",8050,4/27/2020 0:00:00,7500,"Other","CDRLF","Program Grant"
21615,9/30/2021 0:00:00,11813,"SABINE SCHOOL EMPLOYEES",6994,10/31/2018 0:00:00,3200,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
21628,9/30/2021 0:00:00,11824,"GREENWOOD MUNICIPAL",3280,4/17/2013 0:00:00,50000,"Other","NCUA","Program Grant"
21658,9/30/2021 0:00:00,11850,"GENESEE VALLEY",8291,7/1/2020 0:00:00,5000,"Other","Alloya corp FCU","Program Grant"
21851,9/30/2021 0:00:00,12018,"SUNY FREDONIA",8919,5/17/2021 4:00:00 AM,399,"Other","New York Credit Union Foundation","Program Grant"
21851,9/30/2021 0:00:00,12018,"SUNY FREDONIA",8920,4/19/2021 4:00:00 AM,416,"Other","New York Credit Union Foundation","Program Grant"
21853,9/30/2021 0:00:00,12020,"LABOR MANAGEMENT",4899,7/1/2015 0:00:00,10000,"National Credit Union Foundation","","Program Grant"
21853,9/30/2021 0:00:00,12020,"LABOR MANAGEMENT",6240,8/31/2017 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",4785,4/1/2015 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",5300,8/31/2016 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",6423,3/16/2018 0:00:00,880,"Other","Ohio Credit Union Foundation","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",6962,12/31/2018 0:00:00,875000,"Community Development Financial Institution (CDFI)","","Program Grant"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7007,10/31/2018 0:00:00,10500,"Other","Ohio Credit Union Foundation","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7008,10/31/2018 0:00:00,10000,"National Credit Union Foundation","","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7009,10/31/2018 0:00:00,1250,"Other","Ohio Credit Union Foundation","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7062,4/1/2019 0:00:00,2500,"Other","Cuna","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7359,8/29/2019 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7449,12/30/2019 0:00:00,648,"Other","OCUF","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7900,6/1/2020 0:00:00,5000,"Other","OCUF","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",7901,4/1/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",8696,10/1/2020 0:00:00,557000,"Community Development Financial Institution (CDFI)","","Program Grant"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",8697,9/30/2020 0:00:00,10000,"Other","FHLB","Pass Through"
21873,9/30/2021 0:00:00,12037,"COMMODORE PERRY",9247,10/18/2021 4:00:00 AM,1600000,"Community Development Financial Institution (CDFI)","","Program Grant"
21875,9/30/2021 0:00:00,12039,"TRI-COUNTY",8983,5/17/2021 4:00:00 AM,2850,"National Credit Union Foundation","","Program Grant"
21904,9/30/2021 0:00:00,12067,"EMPLOYEES UNITED",6651,7/26/2018 0:00:00,2500,"Other","Cornerstone Credit Union Foundation","Program Grant"
21927,9/30/2021 0:00:00,12089,"OSWEGO COUNTY",7118,6/20/2019 0:00:00,3500,"Other","New York State Credit Union Foundation","Program Grant"
